text	label
আমাদের বিজ্ঞাপন তাদের টিভিতে আমরা দেখি কিন্তু ভারতে দেখায় না কত বড় হারামজাদার দেশ   	Geopolitical
খানকির পোলা কয়কি আমাদের দেশের পুলিশ দেখলে সাধারন মানুষ বয়ে পালায়	Personal
 জামায়াত হলে তো এতো কিছু লাগেনা কারণ এরা কোরআনের কথা বলে তাই এদের জন্য কোন তালবাহানা নাই আর ঐশির ক্ষেত্রে কত তালবাহানা আমি চায় ঐশির ফাসি হউক এই জন্য চায় যাতে করে কোন মেয়ের অপকর্ম এর শিকার যাতে কোন বাবা মায়ের আর পড়তে না হয়  তার ফাসি হলে আর কোন মেয়ে সাহস পাবেনা এরকম জঘন্যতম ঘটনা রচনা করতে 	Personal
পৃথিবীর মানচিত্র থেকে গোমুত্রের দেশ ভারতের নাম নিশানা মুছে দেওয়া উচিত 	Geopolitical
এই রকম মাগি কত যে আছে 	Gender abusive
উত্তরবঙ্গ সহো দক্ষিণ পশ্চিম রেলপথ যোগাযোগ ঘন্টা বন্ধ কারো কোনো মাথাব্যথা নেই আর ভারতে কি হলো তার খবর ঠিকেই রাখছে নেএী	Geopolitical
চুবা পানিতে হালার পো হালারে	Personal
হালার পো হালা   তোর বাপ কি বল করবে   আসিস কেমন করে রান করতে হয় দেখিয়ে দিমু  কুত্তা 	Personal
হাজার হাজার মুসলিম মরছে সেই দিকে নজর নাই ভারতের জন্য ব্যথা প্রকাশ বাংলাদেশে রোহিঙ্গাদের পূর্নবাসনের ব্যবস্তা করা হোক অামরা মানবতার পাশে দাড়াতে চাই  	Geopolitical
এই কুত্তার বাচ্চাদের জন্য বাংলাদেশের কালচার নষ্ট হচ্ছে  	Personal
প্রথমে তুই ধ্বংস হবে তুই দাঁড়িওয়ালা পাঁঠাদের উস্তাদ তর নিজেরও দাড়ি আছে সালা মালাউন ফেরাউন 	Religious
চুদি আৱবেৱ ধমঁ 	Religious
সৌভিক ভাই আপনার হেয়ার স্টাইল টা কি আপনার গার্লফ্রেন্ড এর থেকে কপি করলেন নাকি 	Personal
ইমিকে সিফাত উল্লাহর কাছে পাঠিয়ে দেওয়া হওক পাছায় বেতের বাড়ি মারার জন্য	Personal
ইহুদী নাচারাদের দেশে বসে ইসলামের বিরুদ্ধে অনেক বড বড় কথা বলা যায়  	Religious
খানকির পুত সাংঘাতিক রা কোনটা জিহাদ কোনটা জঙ্গি তোরা বোঝোস বান্দির পুতেরা	Gender abusive
ভারতের ট্রেন ট্রাজিডিতে শোক প্রকাশ করছি আমরা তোমাদের মত আবাল না যে খুশি হবো আর ভারতের এত্ত চুলকায় কেনো রে বাংলাদেশের সাবমেরিন দেইখা   এটা তো কেবল সুরু	Geopolitical
এই হলো ভারতের আসল পরিচয় 	Geopolitical
গোতম মাদারচুদ বলেকি  সালে বাল ফালাতে এসেছিল রেন্ডিয়া  খানকির পোলারা আমগো সব চুরিকরে ভারত নিয়ে গেছে 	Geopolitical
আগে নিজেদের চরিত্র ঠিক করে তারপর অন্যদের সমালোচনা করুন   	Political
ভারতের সাথে যুদ্ধ করার জন্য  	Geopolitical
 এর পর হয়ত দেখবো জন্ম নেয়ার কারণে খালেদা জিয়া ও তার পরিবারের অন্য সদস্যদের বিরুদ্ধে মামলা হয়েছে 	Personal
দাদা বাবু ভারতের শোকে তুমি দিশেহারা  অথচ পাশের রাষ্ট্রে আমাদের মায়ানমারের মুসলমান ভাই বোনদের জন্য বিন্দু মাত্র মাথা ব্যাথা নাই  কতইনা রিলাক্স কোথায় গেছে আজ জাতিসংঘ  ওয়াইসিও কোথায়  	Geopolitical
এটাকে পাকিস্তান বলা ঠিকনা এটা হচ্ছে নাপাকস্তান 	Geopolitical
গন জাগরেণ নিয়া চুইদা এইটার ভোদের রস বাহির করার দরকার	Personal
বাংলা দেশে পাক ভারত যুদ্ধ চায়  	Geopolitical
 হিন্দু উল্লেখ করতে কি লজ্জা লাগে মালাউনরা যা বার বেড়েছে 	Religious
বাঁশ এর বাড়ি আবার খাবি নাকী গরুর হাটে 	Personal
ছালা পাকিস্তানীদের জন্য বাশ দিয়া দাও ভর দিয়া হাটবো তো অভাবে আছে ফহিন্নি রাজাকার ভুটিকুত্তার দল	Political
বিএনপি কামালের পা চাটতে গেছে যেনো আইনের লড়াই করে খালেদা জিয়া কে বের করে 	Political
বেদব তুই টয়লেটে পরে মরবি শয়তান কুতথার বাচছা হারামি নবীর দুশমন	Religious
খানকির পুলা জারজের বাচ্চারা বাংলাদেশে তোদের কি চুদা দিতে আসো  বাংলাদেশে ডুকলে তর মায়রে চুদমু  তোরা রক্ত চুষা যে দেশকে দরছ তাদের রক্ত শেষ না হয়া পর্যন্ত ছাড়ছ না 	Gender abusive
সালে ভারত বাংলাদেশের পক্ষে মাত্র	Geopolitical
ত্রিশ লক্ষ মা বোনকে হত্যা করে এখন ভাই ভাই চুদাইতেছে খানকির পোলা  	Geopolitical
আজকে আওয়ামী লীগ সরকার সীমান্ত কঠোর নজরদারী করার জন্য হুকুম দিয়েছে যাতে রোহিঙা মুসলিম ঢুকতে না পারে আমি চ্যালেন্স করে বলতে পারি যদি ভারতের কোনো হিন্দুরা এই সমস্যায় পড়তো তাহলে আমাদের আওয়ামীলীগ সুধু সীমান্ত খুলতোই না তাদের জন্য এতোক্ষন থাকা খাওয়ার ব্যবস্থা সুরু করে দিতো আর আমাদের সুসীল সমাজ নামের কুলংগার দের মানবিকতা উতলে পড়তো তাদের জন্য অথচ রোহিঙাদের ক্ষেত্রে সবাই হিজড়ার মতো চুপ করে আছে	Geopolitical
নিজস্ব মতামতের স্বাধিনতা যেমন অবশ্যই আছে তেমনি দক্ষিন এশিয়ার রাজনিতী না বোঝার ব্যার্থতার দায়ভারও আপনাকেই নিতে হবে  আমি শতভাগ নিশ্চিত যারা ভারতের ব্যার্থতায় আনন্দ প্রকাশ কোরছে তারা কেহই পাকিস্হান প্রেমিক নয় বরং সবাই বাংলাদেশের প্রতি ভারতের ব্যাবহারের প্রতিবাদ জানাচ্ছে	Geopolitical
তুই যে আধা লেংটা কেমরাতে আসিস তোদের জন্মের ঠিক নাই মাগি 	Personal
এই সব পাগল ছাগল ও ইন্টারনেট এ দেখতে হয়  	Personal
শূয়রের বাচ্চা রে মন চায় লাত্থি দিয়া বাংলাদেশ থেকে বের করে দিই 	Personal
গণধর্ষণের শিকার নারীকে পুলিশের আনন্দ দেওয়ার প্রশ্ন দক্ষিণ ভারতের কেরালা অঙ্গরাজ্যে থানায় গণধর্ষণের অভিযোগ জানাতে গিয়ে এক নারী পুলিশের আপত্তিকর প্রশ্নের শিকার হয়েছেন বলে অভিযোগ উঠেছে  ওই নারী	Geopolitical
কিরে ভারত এর পানথেকে চুন খসলে খবর দিস ভারতের মেয়ে টিম কয়েকদিন আগে ওয়েস্টইন্ডিজ কাছে হেরেছিলো বলে বার বার খবর দিচ্ছিলিস এখন কি হলোরে তোদের বাংলাদেশি মেয়ে ক্রিকেট টিম রানে ভারতের কাছে অলউইকেট খবরটা চাপলি কেনোরে লজ্বা লাগছে ভারতকে গালদিতে পারবিনা বলে নাকিরে পাকিদালাল 	Geopolitical
তোমার চেহারার দিকে তাকিয়ে দেখ তোমাকে মোটেও ভাল মানুষ মনেহয়না শয়েতানের মত লাগে 	Religious
রাজাকারের পক্ষে নির্বাচনে দাড়ায়া আবার প্রেস্টিজ চুদাইতাছস  শালা কুকুরছানা 	Political
সর্বউচ্চ ভারতের সাথে গরু আনা নেওয়ার ব্যাপারে আলোচনা হতে পারে	Geopolitical
দালাল মাদারি জামাতের একটা আসনের হাফ ভোটে ও পাবে না  	Political
ভারত আমাদের পরম বন্ধু তবে সেটা মুখে মুখে কাজে না	Geopolitical
আগে বল তুই কই   তুই আসলে মুসলমানের সন্তান না   	Religious
ভারতের সেনা প্রধানেরে দেখলে মাথা খারাপ হয়ে যাবে পাকিস্তানের সেনা প্রধানের 	Geopolitical
যখন বাংলাদেশ থেকে হিন্দুদেরকে তারানো হচ্ছিল তখন কোথায় ছিল সহিংশুনতা 	Religious
প্রথমআলো কয়েক দিন পর এরকম নিউজ দিবে যে কটকটি বেগম জোড়ে পাদ দিয়েছেন তার পাদের সুবাসে গোটা ভারত সুবাসিত যত সব ফালতু নিউজ প্রথম আলোতে দেয়	Geopolitical
 এই না হলে মালাউন কুত্তার জাত 	Religious
ফাসি ফাসি ফাসি চাই এই কুলাঙ্গারের ফাসি চাই	Personal
আরে জানোয়ার তুই ইসলামকে ঘীনা করিছ তা হলে তোর নামের সাথে কেন এখন পোরজনত ইসলাম লাগানো আছে 	Religious
দূর কেন যে টয়লেটে বসে তর ভিডিও দেখতে গেলাম এখন আমার হাগায় বন্ধ হয়েগেছে 	Personal
সাজু খাদেম তুই একটি লটি মাগির বাচ্চা  	Personal
রেন্ডিয়ারা জাকের নায়েকের একটা বালও পালাইতে পারবেনা চ্যালেণ্জ	Geopolitical
তোমার মায়রে চুদি সব নাস্তিকের মায়রে চুদি সব নাস্তিক মাইরা শেষ করুম  	Religious
কানকির পুত এইকতা তোর মাকে আমি বলতে চাই 	Personal
মাননীয় প্রধানমনএী আপনার মত অভিনেএী পৃথীবীর কোথাও নেই অভিনয়ে আপনাকে অস্কার দেওয়া উচিত  মায়ানমারে শত শত রোহিঙ্গা মুসলিমকে নির্বিচারে হত্যা করা হচ্ছে আপনার বিবেক কি একটিবারের জন্যও নাড়া দেয়না   একটিবার শুনলামনা যে শোক বা সমবেদনা প্রকাশ করতে অথচ ভারতের প্রতি আপনার মায়াকান্না দেখে জাতী আজ স্তম্ভিত 	Geopolitical
ভারতে হাতি বাংলাদেশে আসলে জামাই আদর করে আর মিয়ানমারে রোহিংগা আসলে যত সমস্যা	Geopolitical
মিয়ারমার একটি হারামি রাষ্ট্র  পৃথিবীর মানচিত্র থেকে তাদের নাম মুচেফেলা উচিৎ  	Geopolitical
দেশ ভাগের সময় রাখাইন রাজ্য বাংলাদেশ তথা পাকিস্তানের সাথে থাকতে বলেছে কিন্তু এই নেহেরু এটা নাখোচ করে দিয়েছে যার দরুন আজ রহিঙ্গাদের করুন অবস্হা  	Geopolitical
আপু তোমাকে বিদেশি গরুর মতো লাকতাছে 	Gender abusive
প্রশ্নকর্তা এবং উত্তরদাতা সবাই আবাল  	Personal
 ওই রকম জানোয়ারের ফাসি চাই 	Personal
শরনার্থি হয়েছিল  ভারত আশ্রয় অস্ত্র ট্রেনিং ও সৈন্য	Geopolitical
এখন এর দাঁত ভাঙ্গা জবাব দিলেই তো হয় কারন ভারতের সব সালারাই তো বে ওয়ারিশ কুত্তার বংশধর  	Geopolitical
কেও কেও বলছে ঢুকতে দাও আমি বলবো বাংলাদেশে একটি রোহিঙ্গা ঢুকতে দিয়েন না  আর ভারতের কাথা বলছে যুদ্ধের সময় ভারত নিজের লাভের জন্য আশ্রয় দিয়েছিল 	Geopolitical
কিছু লিখলেই জিয়া পরিবার বিএনপি রাজাকার শিবির জামাত আরে ভাই এটা গনতন্ত্রদেশ সবাইকে বলার অধিকার দিয়েছে তাই আমি বলেছি  তাতে আপনাদের গাঁ জলে কেন  চোরের মন পুলিশ পুলিশ তাই না	Political
ইহা কৃতজ্ঞতা নহে ইহা হইতেছে রেন্ডিয়ার প্রতি অাওয়ামীলীগের চামচামী  	Geopolitical
এটাই স্বাভাবিক   কিন্তু আপনার দেশ ভারতে যখন একই ঘটনা ঘটে তখন আপনারা উদাসীন কেন 	Geopolitical
হাসিনা যুদ্ধে অংশ গ্রহন করলে ভারত জিততে পারে 	Geopolitical
দেরকে এ্যাওয়ার্ড হিসেবে পুরাতন বদনা দেওয়া হক  	Personal
 পাকিস্তানি সেনারা ঈমানি শক্তি নিয়ে যুদ্ধ করে আর ভারতের মালাউনরা দূনিয়াবী শক্তি নিয়ে যুদ্ধ করে  কাজেই ঈমানি শক্তির সাথে দূনিয়াবী শক্তি কোনদিনই পারবে না  	Religious
এরকম নারী কে জুতা মার 	Gender abusive
লাঠিদিয়া পিটাইয়া মেরে ফেলা দরকার বিএসএফ কে	Geopolitical
গাই মারানি বাচ্ছা তদের সোনা দিয়া বাষ দেও দরকার 	Gender abusive
অাওয়ামিলীগ অাচার খাইলেও কোন দিন শিকার করনা  এটা হলো চাপাবাজ অাওয়ামিলীগের নিতি	Political
 হিলারীর সাথে জামাত শিবিরের কি সমপরক   	Political
বাংলাদেশে লক্ষ অবৌধো ভারতীয় দালাল থাকতে পারলে কনো রহিঙ্গা মুসলিমরা থাকতে পারবে না কেন 	Geopolitical
ভারত পাকিস্তান সব দালালেরা চলে যান	Geopolitical
মজিব একজন স্বার্থপর   ও প্রধাণমন্ত্রী হওয়ার জন্য সব করছে	Political
24 বছর একসাথে থেকে বাল ছিড়েছে এখন এক হয়ে আটি বাধবে 	Geopolitical
ভারত মুলত বাংলাদেশের কি হল এটা দেখবেনা  ওরা দেখবে ভারতের স্বার্থ 	Geopolitical
ভারতকে উচিত শিক্ষা দেয়া প্রয়োজন 	Geopolitical
 সালা কুত্তালীগের দালাল সময়ের কন্ঠসর 	Political
ভারতে যখন ট্রেন দূর্ঘটনা ঘটছে তকন হাসিনা দুঃখ প্রকাশ করছে কিন্ত মায়ান মারে এত দূর্ঘটানা ঘটতেছে একটু তো দুঃখ প্রকাশ করলো না 	Geopolitical
খানকির পোলাগোরে জুতাপটি করা দরকার	Gender abusive
দেলোয়ার ভারতের মালাউন দের  পেসাব খেয়ে বাংলাদেশ  পাকিস্তান বেচে  আছে  বড়ো কথা বলিস কেন  লজ্জা লাগে না  	Geopolitical
আমি কিছু বলবো না বললেই তো আবার রাজাকার হয়ে যেতে পারি  	Political
ভারতের উইকেট ফেলে দেওয়ার জন্য পাকিস্তান টিমকে অভিনন্দন	Geopolitical
তুই হালা দালাল তোর হিনদু বাপেরা ভারতে মুসল মানদের ওপর কি ভাবে অতাচার করিছে	Religious
মুসলিম বলে  এটাই যদি হয় তাহলে ভারতের মুসলিমদের রাষ্টপতি মন্ত্রি প্রধান মন্ত্রি শাহারুখ সালমান আমির খান বানোও ঠিক হয় নাই	Geopolitical
মোদিকে খারাপ বলোনা হয়তো মোদি ইসলামের ছায়াতলে আসতে পারে আমার ধারনা তাই বর্তমান ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি সাহেবকে ইসলাম কবুল করে ইসলামের শুশীতল ছায়াতলে এসে সুন্দর জীবন গড়ার আহব্বান করছি 	Geopolitical
বৌদ্ধ মায়ানমার সেনাদের আন্তরিক অভিনন্দন জানাই এই খানকির পোলা রোহিঙ্গা মোল্লা শুওরদের মেরে দোজখে চালান করে দেওয়ার জন্য  খুব বাড় বেড়েছিল মোল্লা শুওরদের দলটার  রোহিঙ্গা মোল্লা শুওরেরা মায়ানমারে খুন ধর্ষন লুটপাট লুচ্চামি ড্রাগ পাচার সব রকমের আকাম কুকাম করে  চুদনা নবী খানকির পোলা হজরত মহাউন্মাদ গুঃ বান্চোত রসুনের কন্ডোম ফাটা জারজ সন্ত্রাসী মোল্লা শুওরদের পুটুতে বাল কুরান গুজে দিতে হবে 	Personal
খানকির পোলারা  জগরা লাগাইয়া এখন চাস শান্তি 	Personal
মালাউন কে জুতা পেটা করা হোক  	Religious
আমাদের দেয়ের ইউটিউবার গুলো কি পাগোল না ছাগল  এগুলোর তো পাবনাতেও জায়গা হবে না	Personal
আসল মাগি 	Gender abusive
রোহিঙ্গা দের সরকার পুরোপুরি ভাবে আশ্রয় দিচ্ছে এটা আমিও সমর্থন করি  অনেকে আবার প্রশ্ন করেন সরকার রোহিঙ্গা দের আশ্রয় দেয়না কেন  সরককার যদি ঢুকতে না দিতো তাহলে একজন রোহিঙ্গা ও বাংলাদেশে ঢুকতে পারতো না  যাই হোক কথা হলো মুসলিম দেশ গুলির নীরবতা নিয়ে  শক্তিশালী একটা মুসলিম দেশ পাকিস্তান একেবারেই নীরব  কারণ বার্মা বৌদ্ধ রাষ্ট্র এদের কিছু বললে তাদের ঘনিস্ট বন্ধু চায়না মন খারাপ করবে  অথচ ভারতে কোটি মুসলমান বাস করে সেই ভারতকে পাকিস্তান মাঝে মাঝে যুদ্ধের হুমকি দেয়  বাংলাদেশর জন মুসমানের জনই ভারত	Geopolitical
আগেও দেখেছি টি বিশ্বকাপে ভারত বনাম আফগানিস্তান ম্যাচে আফগানের উইকেট কিপারকে দেখানো হয়েছিলো	Geopolitical
যেই দলইই হোক মানে বাংলাদেশে এক আওয়ামীলীগ আর এক কুত্তালীগ ছাড়া আর আছে কে 	Political
এর বাজে পত্রিকা নয়া দিগন্ত  খানকির পোলারা সব সময় ভারত পাকিস্তান ব্যাপারে ইন্দন দে  	Gender abusive
আইসে আরেকজন জাহিদ মানিক  আপনার নিজের দেশে যে প্রতিনিয়ত মানুষ খুন হচ্ছে সেটা দেখেন  তুরস্কে সেনা অভ্যুত্থান কারীরা অন্যায় করেছে তার শাস্তি তাদের পেতেই হবে  যেভাবে পেয়েছে আমাদের দেশের রাজাকাররা	Political
পাকিস্থান আঙ্তাবাদী দেশ	Geopolitical
 গাজা মদ হিরোইন মাগী বাজ চাদা বাজ চোর বাটপার টেন্ডার বাজ লোচছা ভদমাইস বাংলা দেশ কুত্তালীগ করে 	Political
২টার চেহারা দেইখা আমার বাসার কাজের বুয়ার কথা মনে পড়ল	Gender abusive
ম্যাশের ক্যাপটেন্সি নিয়ে যাদের চুলকানী তারা রাজাকার	Political
এই নিয়ম চালু হলে অপরাধ বৈধতা পাবে তাই এই নিয়ম ভারতের সঙ্গে চালুর কোনো প্রয়োজন নেই  	Geopolitical
ভারতের গোলামী না করে চীনের সাথে সু সম্পর্ক গড়াটাই বুদ্ধিমানের কাজ হবে 	Geopolitical
মাথার ভেতর কী  পায়খানা 	Personal
ভারতের সেনাবাহিনীর ছেলে কডা এবার চাকরি ছেড়ে দেবানি মরেছে চাকরি করতে এসে	Geopolitical
টুকাই সালা এহন কোরিয়ান হেয়ার স্টাইল করতেসে	Personal
 যদি ফাসি ব্যতিত অন্য কোন সাজা হয় তাহলে এদেশে আর কোন বিচার চেয়ে লাভ নাই    শেষমেশ এর মার্চ এ কথা মানতে হবে যার যা কিছু আছে তাই নিয়ে মোকাবেলা কর    	Personal
খানকির বাচ্চা আজকে গরুর গোসত খেয়েছিস    	Gender abusive
বুবুর বুকটা ফাইটটা যায় মালাউন দের লাইগা	Religious
যত সব আবাল মানুষের বসবাস  ইউটিউব এর সেলিব্রিটি হইলেই যা মন চায় করা যায় না ভাই  লিমিট এ থাক	Personal
 আর বাংলাদেশে কতো কোটি ভারতের মালাউন থাকে সেই কথা লিখলেন না যে 	Religious
 পৃথিবীর সবচেয়ে নিকৃষ্ট দেশ ভারত পাকিস্তান ইচ্ছা করলেই পৃথিবীর মানচিত্র থেকে রেন্ডিয়াকে চিরতরে ভেংগে দিতে পারে  	Geopolitical
 যার গরে রাজাকারের বসবাস সেইযে কিনা বলেভন্ড লীগ 	Political
 রোহিঙ্গাদের সঠিক নেত্রীত্ব দেওয়ার জন্য একজন নেতা দরকার যে কিনা তাদের চাওয়া পাওয়ার দাবি গুলো আন্তর্জাতিক মহলে তুলে ধরতে পারবে  সাল থেকেইতো বাংলাদেশ আশ্রয় প্রশ্রয় দিয়েছে তাতে লাভ কি হলো  বরং তাদের জীবনটাই শরনার্থী শিবির নামক আর একটা জেল খানায় বন্দি হয়ে গেল  	Political
হানিফ সাহেব কুত্তালীগ জয়ী হতে সেনাবাহিনীর দরকার নাই	Political
এগু লো বি এন পি র বিরু দ্ধে মা হির চক্রান্ত 	Political
এক দম ঠিক ভারত জাকির নায়েক এর বিরদে অবিছার করতেছে	Geopolitical
 তর মাকে চোদা শালা মালাউনের বাচ্ছা 	Religious
জিয়া একটা কুওার বাচ্চা মাদার চোদ 	Political
কুততি তো কুততিই হবে মাগি 	Gender abusive
ছেটের বাল একছিট পায়র যৌগ্না ছিট ছায় ছেটের বাল	Political
অভিনেত্রি কয় কি তুমি না ভারতের পা চাটা গোলাম 	Geopolitical
টয়া একটা পতিতা কনডম কন্যা 	Personal
মিস মূর্খ বাংলাদেশ প্রতিযোগিতা   	Personal
যে দেশে ব্যাংক থেকে রিজার্ভ চুরি হয়ে যায় বাবার সামনে মেয়ে ধর্ষিত হয় বিচার পায়না ধর্ষিতা বিনা দোষে ফাসিত ঝুলতে হয় বিনা বিচারে জেল খাটতে হয় মুসলসান হয়ে দাড়ি টুপি নিয়ে চলতে গেলে পথে পথে হয়রানীর স্বিকার হয়   সে দেশে একটি ব্যাগ চুরিতে কিসের লজ্জা 	Personal
 আমি যুদ্ধ করতে চাই কিন্তু কি ভাবে করব আমার সরকার তো নাস্তিক মালাউন 	Religious
রেন্ডিয়া আমাদের শত্রু ভারতের দালালদের বাংলাই কোন থ্যাই নাই 	Geopolitical
মাহি শুয়োরের বাচ্ছা অটিস্টিক জয়ের এজেন্ট 	Political
ভারত  পাকিস্তান উভয়ই জংগি এই দুইটি দেশেই মানবতার শত্রু	Geopolitical
সালার পুতেরা তোদের দৌড়ায় দৌড়ায় পিঠা  সব ঠিক হয়ে যাবে   	Political
মাহি কি অরজিনলী বি চৌধুরীর ছেলে জন্ম নিয়ে সন্দেহ আছে   	Political
মাগি তোর এই সব জামা কাপর করতে হলে  বিদেশ যা  নাহলে পতিতালয়ে যা  	Personal
শুয়োর এর বাচ্চা দুরগারে চুদি কুত্তা দিয়া কালিরে চুদি পাঠা দিয়া তোর মারে চুদি আমার সোনা দিয়া সিং	Personal
পাকিস্তানের এর পর সৈন্য হত্যা করবে ভারতীয় সেনা এই খবরটাও দিস যেন	Geopolitical
উনি কি ভারতের মন্ত্রী   ভারতের মন্ত্রীগন এগুলো বলে  পাকিস্তানের সাথে তো আমাদের কোন সম্পর্ক নেই 	Geopolitical
মুসলমান রোহিঙ্গা দেশে আসলেই তোদের চুলকানি শুরু হয়আর এত এত অবৈধ ভারতীয় দেশে থাকে এতে তোদের কোন কিছু হয়নাআর কত দালালী করবি রোহিঙ্গারা এদেশে না আসলে যাবে কোথায় এখন মানবতা নেই হিন্দুদের বেলায় দরদ উথলে পরেদালাল সব	Geopolitical
 বিএনপি জামায়াত্যা রাজাকারের লতা সন্তানেরা বেশি লাফাইসনা সামনে আয় ঠেং বেঙ্গে হাতে ধরিয়ে দিবো 	Political
ওনার তো জন্ম মনে হয় ভারতে ভারতের জন্য কাঁদবেন না বার্মার জন্য কাঁদবে নাকি  কপালের সিধুর ভুলে গেলেন নাকি  	Geopolitical
 মালাউন মরলে কাদস মুসলিম মরলে হাসচ  	Religious
খানকির পোলার জন্ম পতিতালয়ে   জাত খানকির বাচ্চা তো   সারাদিন পুটকি মারা খায়  	Gender abusive
মাদারির চোদরে লাথি মেরে বেরকরে দেওয়া দরকার ছিলো	Personal
ভারতের দালালে দেশটা বরেগেছে ভাই 	Geopolitical
মাহি বাজেচৌধুরী ফালতু লোক মাহি   	Political
এই হামলার পিছনে ভারতের হাত থাকতে পারে কারন কিছু পেতে হলে কিছু খোয়াতে হয় জেমন সেনাবাহিনী হত্যা করে তারা অনেক কিছু পেয়েছে	Geopolitical
তুমি লিখে যা ও বোন  কত্ত রেফারেন্স লাগবে ইনবক্সে আসলে পাবে  খানকীর জারজ রাজাকার দের গুস্টি সাফ চলে চলবে  বুইড়া ইবলিস গুলা ঝুলেছে আর নব্য ইবলিশ গুলি ঝুলবে না ডাাইরেক্ট শ্যুট  ট্রিগার ভরবো পাছায় চাপ দিবা মাথা ছিটকে পড়বে কুত্তাদের ভুরিভোজ এর আয়জোন রেডি হচ্চে  ভাবনা বা ভয়ের কিছুই নাই বোন 	Political
খানকির পোলা মিডিয়ার বাচ্চা  ওরা ঢুকে পড়ছে এইগোলা চোখে পড়ে ওদেরকে মাড়তাছে এইগোলা চোখে পড়ে না   আমি ঘৃনা করি এইসব মিড়িয়াকে যারা অসহায় মানুষের পাশে দারাতে পাড়ে না 	Personal
এত দিন রাজাকার ছিল না আমির হইছে এখন জোর করে রাজাকার বানাতে হবে 	Political
ছোটা আজাদ আর স্পর্শিয়া দুইটারেই কাঁটা জিগারের চেলি দিয়া বাইড়ানি দরকার 	Personal
মাসুমভাই  খানকির পুলারা আমগো ভাই মারে আবার আমগো পোষ্টে কেমন্ট করে ঐ খানকির পুলাগর লগে কি ভালো ব্যবহার করলে আমগো মরা ভাই কষ্ট পাইবো  এখন থেকে ঔই খানকির পুলাগরে চুদার ওপর রাখমু তাইলেই ঠিক হইবো	Gender abusive
জনগণের টাকা কে দিবে  এই শয়তানকে ছাড় দিলে দেশে আইন বলতে কিছু থাকবে না  হাজার হাজার কোটি টাকা লুটপাট করেছে যারা তাদের কেন শাস্তি দেওয়া হবে না  বিদেশে হাজার হাজার কোটি টাকা পাঠিয়ে দিয়েছে এদের কেন শাস্তি হবে না  দেশের অর্থনীতিকে ধ্বংস করেছে জনগণকে মেরেছে  এগুলো রাজাকার থেকেও খারাপ 	Political
 এটাই হলো বাংলাদেশ পোশা কুকুর রাজাকার থাকবে ভাইরে 	Political
শেয়ালের কাছে মুরগী বরগা দেয়ার মত   যদি না আমরা আবার বোমা বানিয়ে ফেলি সে কারনে সম্ভবত ভারতের চাপে ঢেকি গিলছে সরকার  খাজনার থেকে বাজনা বেশী হয়ে যাচ্ছে  অধিক সন্নাসীতে গাঁজন নষ্ট বলে একটা কথা আছে  যে বিষয়ে কোন অভিজ্ঞতা নেই সেই বিষয়ে এত বড় ইনভেষ্টমেন্ট বেপরোয়া গতিতে গাড়ী চালানোর মত  তাছাড়াও সাবোটাজ হলে তা ধরার মত দক্ষতা এদেশের কারো আছে কিনা সেটাও দুশ্চিন্তার বিষয়  খুবই সেনসিটিভ বিষয় 	Geopolitical
 আমি দেখেছি নামাজ না পরলে ছাত্র শিবির থেকে বাদ দেয়া হয় রোজা না রাখলে শিবির থেকে বাদ দেয়া হয় কুরআন হাদিস পাঠ না করলে বাদ দেওয়া হয় ইভটিজিং করলে বাদ দেওয়া হয় প্রেম করলে কয়েকমাসের জন্য ফোন বড়ভাইরা নিয়ে যায় শাসন করার জন্য আজ পর্যনত্ম আমি দেখি নাই কোন শিবির করা ছেলে কোন মেয়েকে ডিসটার্ব করছে আমি দেখি নাই কোন চাদাবাজঁ শিবির করছে দেখি নাই কোন টেন্ডারবাজি করছে তারপরও যত দোষ ননদো ঘোষ এদেশে গুনির সমাদর নেই তাই গুনি এদেশে জন্ম নিয়েও লাভ নেই সবচেয়ে বড়কথা হচ্ছে সমাজপতিরা নিজেদের রক্ষা কর 	Political
সব বেজন্মা খানকিরপোলা ফেক নিউজ ছরাইতাছে  তোদের জন্মের ঠিক নাই	Gender abusive
 তাহলে শিবির ই প্রথম বাংলাদেশের পক্ষ হয়ে মায়ানমার এর মুসলমান হত্যার প্রতিবাদে রাজ পথে নামল বাংলাদেশের আর মুসলিমরা কোথায়     কথায় না বড় হয়ে কাজে বড় হোন প্লিজ 	Political
তিন মালু নিহত হয়েছে আহা কি আনন্দ আকাশে বাতাশে বিদ্র আমি ভারত পাকিস্তানকে ঘৃনা করি 	Geopolitical
আরে ভাই রহস্য অনেক রহস্য আছে আর সেটা হলো মুসলিম নিধন তারও একটি কালচার কারন শাপলা চত্বরে সেও একই অমানবিক কাজ করেছিল  বাংলাদেশ সরকার মুসলমানদের ভালোবাসেন না  তবে ভারত যদি বলে হিন্দুদের আশ্রয় দেও তাহলে ঘর বাড়ি বানিয়ে দিবে  সে কোন ধর্ম অনুসারি সে নিজেও জানেনা  তার ধর্ম একটা ভারত গোলামি  রোহিঙ্গাদের জন্য সবার মন কাদলেও প্রধানমন্ত্রীর কাদে না  মুসলমান মুসলমানকে ভালোবাসে তাই অসহায় রোহিঙ্গাদের প্রতি আমাদের মন কাদে 	Geopolitical
